city,province,latitude,longitude
seven weeks poort,western cape,-33.366667,21.416667
severn,north west,-26.590616,22.855419
seville,limpopo,-22.991572,30.210177
sewale,limpopo,-23.107839,29.03611
sewefontein,kwazulu natal,-27.666667,31.066667
sewefontein,eastern cape,-30.818106,26.041287
sewefontein,mpumalanga,-26.718925,29.716556
seweweekspoort,western cape,-33.366667,21.416667
seymour,eastern cape,-32.555707,26.765336
seymur,eastern cape,-32.555707,26.765336
sezela,kwazulu natal,-30.406046,30.680935
shakaskraal,kwazulu natal,-29.449315,31.21532
shaka's rock,kwazulu natal,-29.510055,31.231506
shakoleng,limpopo,-23.410241,29.121914
shakung,north west,-25.338816,27.907026
shaleng,north west,-26.240318,25.167426
shambles,kwazulu natal,-28.666667,29.083333
sharpeville,gauteng,-26.684154,27.874338
sharpville,gauteng,-26.684154,27.874338
shawbury,eastern cape,-31.230149,28.94734
sheba mine,mpumalanga,-25.709803,31.145029
sheba,mpumalanga,-25.709803,31.145029
sheepmoor,mpumalanga,-26.717375,30.29916
sheepwalk,western cape,-33.782032,22.689789
sheffield beach,kwazulu natal,-29.48406,31.257998
shelly beach,kwazulu natal,-30.800641,30.414268
shemula,kwazulu natal,-27.081925,32.228628
shenstone,eastern cape,-33.690638,26.474973
sheridan,free state,-28.541009,28.096964
sherwood,kwazulu natal,-29.828928,30.979419
sheshego fingo,eastern cape,-32.913927,26.818727
sheshegu,eastern cape,-31.536985,28.693018
shewasaulu,limpopo,-23.063044,30.345873
shikundu,limpopo,-22.827438,30.817054
shilabeni,eastern cape,-31.760715,28.359528
shilobane,limpopo,-24.039699,30.272735
shilowa,limpopo,-23.45,31.55
shiluvane,limpopo,-24.039699,30.272735
shingomeni,limpopo,-22.897057,31.403176
shingwedzi rest camp,limpopo,-23.110033,31.435593
shingwedzi,limpopo,-23.110033,31.435593
shingwidzi ruskamp,limpopo,-23.110033,31.435593
shingwidzi,limpopo,-22.866667,30.783333
shiphukuphuku,limpopo,-23.15,30.583333
shippards gift,north west,-26.933333,23.983333
shippard,northern cape,-28.016667,23.1
shipton,north west,-26.959272,23.594155
shirley,limpopo,-23.179436,30.08769
shitwi,limpopo,-22.789672,30.163989
shixini,eastern cape,-32.333333,28.633333
shiyabantu,kwazulu natal,-29.595912,29.807646
shoebury heights,western cape,-34,18.416667
sholora,eastern cape,-32.083333,28.75
shongwe mission,mpumalanga,-25.466667,31.9
shongwe,kwazulu natal,-27.433333,32.366667
shongwe,mpumalanga,-25.683333,31.5
shongwe store,kwazulu natal,-27.433333,32.366667
shoongesig,free state,-30.061786,26.783086
shoongezicht,north west,-25.460216,26.762385
shooters hill,kwazulu natal,-29.436414,30.333281
shukenxa,eastern cape,-31.715458,28.443631
shukuna,eastern cape,-31.087135,28.576782
shushulin,north west,-27.066667,23.116667
shwele-shwele,eastern cape,-33.233333,27.5
sias,north west,-26.316667,25.65
sibange,mpumalanga,-25.862798,31.79266
sibasa,limpopo,-22.944382,30.469082
sibayeni,mpumalanga,-25.660187,31.848347
sibera,eastern cape,-30.428218,28.745054
siberia,eastern cape,-30.428218,28.745054
siberia,north west,-26.263554,25.460947
sibhozweni,eastern cape,-30.82708,29.049832
sibhudeni,kwazulu natal,-28.755396,31.178522
sibton,free state,-29.420143,26.83645
sibylia,free state,-29.28161,27.208122
sicwenza,eastern cape,-31.141259,29.564704
sidadeni,eastern cape,-30.697178,28.739249
sidakeni,eastern cape,-30.592671,28.802309
sidanda,eastern cape,-31.75857,29.168989
sidanga,eastern cape,-31.022954,29.950196
sidbury,eastern cape,-33.421194,26.167439
sidi barrani,northern cape,-29.443473,21.417616
sidiken,eastern cape,-30.592671,28.802309
sidinsi,kwazulu natal,-27.950377,31.773586
sidney on vaal,northern cape,-28.444544,24.315832
sidneyvale,western cape,-33.95,18.6
sidubi poort,eastern cape,-32.03122,27.493888
sidutyini,eastern cape,-31.983333,27.45
sidwadweni,eastern cape,-31.35,28.833333
sidwell,eastern cape,-33.916667,25.583333
sieraadsfontein,eastern cape,-31.405555,26.342153
sifondile,eastern cape,-31.452649,27.622347
sigande,limpopo,-22.333333,30.633333
sigangeni,eastern cape,-31.625909,28.23373
sigingeni,eastern cape,-30.703036,29.128501
siginggini,eastern cape,-30.935072,28.460682
sigingini,eastern cape,-31.715486,27.936502
siginqini,eastern cape,-31.469909,27.720843
sigitini,eastern cape,-32.092607,28.020333
sigma myn,free state,-26.849435,27.836358
sigodini,eastern cape,-30.718452,28.524452
sigodlweni,eastern cape,-31.044276,29.708637
sigoga,eastern cape,-30.412462,28.670233
sigogo,eastern cape,-30.412462,28.670233
sigonde,limpopo,-22.45,30.766667
sigubudu,eastern cape,-31.625685,28.49119
sigubudweni,eastern cape,-31.625685,28.49119
sigubudwini,eastern cape,-31.625685,28.49119
sigundwaneni,eastern cape,-30.87304,28.919959
sigungqwini,eastern cape,-31.124367,28.65394
sihangwane,kwazulu natal,-27.047889,32.420235
sihlabeni,eastern cape,-31.68021,28.586871
sihlahleni,eastern cape,-30.988382,29.460182
sihlangu,mpumalanga,-25.85,31.783333
sihlenga,kwazulu natal,-27.086603,32.467047
sihleza,eastern cape,-30.418165,29.722394
sihlitho,eastern cape,-31.399154,29.464558
sihlito,eastern cape,-31.399154,29.464558
sihlonyaneni,eastern cape,-30.929783,29.388023
sihlutshana,kwazulu natal,-28.367552,30.801174
sihom,eastern cape,-31.633333,27.066667
sijika,eastern cape,-30.885609,29.052751
sijoka,eastern cape,-30.467038,28.715738
sikelo,eastern cape,-30.838065,29.782533
sikelweni,eastern cape,-31.800343,29.333965
sikemane,eastern cape,-30.838482,29.336997
sikewini,eastern cape,-30.168057,29.042786
sikhepheni,eastern cape,-30.842959,28.652477
sikhetlane,eastern cape,-30.364129,28.585471
sikhulu,eastern cape,-30.895488,29.104554
sikhwahlane,mpumalanga,-25.76557,31.77341
sikobeni,eastern cape,-31.15072,28.937231
sikolweni,eastern cape,-30.992891,29.464248
sikungwini,eastern cape,-31.52274,28.012145
sikwane,north west,-24.966667,25.916667
sikweni,eastern cape,-30.784123,29.541597
silakatskop,north west,-25.043649,26.434893
silbermanspos,gauteng,-25.4,28.1
silberman's post,gauteng,-25.4,28.1
sileni,eastern cape,-31.519063,29.138333
silevini,eastern cape,-31.702846,28.400109
silinda,mpumalanga,-24.95,31.116667
silindini,eastern cape,-30.658426,28.552095
silkaatskop,north west,-25.043649,26.434893
silutshana,kwazulu natal,-28.367552,30.801174
silverhurst,western cape,-34.020031,18.432687
silvermere,eastern cape,-30.650887,26.135012
silveroaks,north west,-25.713999,26.877789
silver sands,western cape,-33.979746,18.674217
silverstream,eastern cape,-31.207983,26.383438
silverton,kwazulu natal,-29.833333,30.583333
silverton,gauteng,-25.725892,28.313702
silvertown,western cape,-33.963653,18.530105
silwana's location,limpopo,-23.716667,30.916667
silwansslokasie,limpopo,-23.716667,30.916667
silwermyn,western cape,-34.109667,18.405329
simonstad,western cape,-34.191953,18.439795
simon's town,western cape,-34.191953,18.439795
simozomeni,kwazulu natal,-29.918476,30.215329
sinangwana,eastern cape,-31.75,29.35
sinathingi,kwazulu natal,-29.680205,30.281568
singangala,eastern cape,-32.5,28.183333
singapore,limpopo,-24.562326,29.315017
singeni,eastern cape,-31.304529,28.553483
singobile,mpumalanga,-25.710546,31.276881
singumeni,eastern cape,-31.395916,28.260659
sinoville,gauteng,-25.676292,28.219874
sinqungweni,eastern cape,-31.124367,28.65394
sinthumule,limpopo,-23.083333,29.766667
sinthumuleslokasie,limpopo,-23.110548,29.781559
sinuka,eastern cape,-31.601647,29.486833
sinxago,eastern cape,-31.110184,28.60008
sinyaqa,eastern cape,-30.784218,29.012047
sipambo basin,eastern cape,-30.643602,27.568697
sipetu,eastern cape,-30.762013,29.544807
sipezini,eastern cape,-31.160128,29.485588
siphahleni,kwazulu natal,-29.833333,29.883333
siphaqeni,eastern cape,-31.080419,29.49522
siphelanyane,mpumalanga,-25.357459,31.268694
sipilini,eastern cape,-30.914886,28.99737
sipolweni,eastern cape,-30.716404,29.388191
sipres,free state,-29.133333,25.983333
sipundu,eastern cape,-30.858761,29.26129
sipusipu,eastern cape,-31.459968,29.317549
siqhingeni,eastern cape,-30.803038,29.022439
siqikini,eastern cape,-31.757616,28.911187
siqingeni,eastern cape,-30.625775,29.113379
siqitini,eastern cape,-30.888166,29.186943
sirosheni,eastern cape,-32.266667,28.35
sirudlwini,eastern cape,-30.840096,28.946918
sisele,eastern cape,-30.80659,29.891464
sishen,northern cape,-27.783333,22.983333
sisuza,eastern cape,-31.266667,29.133333
sitana,eastern cape,-30.743651,28.848929
sitatwini,eastern cape,-32.084497,28.606421
sitebe,kwazulu natal,-29.101135,31.419987
sitebe,eastern cape,-31.748662,28.305058
sithaleni,eastern cape,-30.982236,28.650544
sithana,eastern cape,-31.187262,28.473903
sithangameni,eastern cape,-31.035208,28.81015
sithunjwana,kwazulu natal,-29.641765,29.831254
sitishini,eastern cape,-32.048637,28.508513
sitofela,kwazulu natal,-29.613813,29.684649
sitoleni,eastern cape,-31.491394,28.081747
sitoromo,eastern cape,-30.416106,27.533015
sitoza,eastern cape,-31.595069,28.189182
sitshayelweni,eastern cape,-31.458422,29.340721
situndu,kwazulu natal,-29.883333,30.816667
sivivaneni,kwazulu natal,-28.1,32.05
sivivane,eastern cape,-30.941169,28.791841
sivule,kwazulu natal,-27.316667,31.416667
siweni,kwazulu natal,-27.104605,32.143132
sixambust,eastern cape,-31.859429,29.112748
sixambuzi,eastern cape,-31.859429,29.112748
sixhotyeni,eastern cape,-30.825093,29.200696
sixonkxweni,eastern cape,-31.913328,28.933458
sixotgeni,eastern cape,-30.915477,28.371947
sixotyeni,eastern cape,-31.916667,27.583333
sixuzulu,eastern cape,-31.607219,28.336785
siyabuswa,mpumalanga,-25.113194,29.044538
siyakhathala,kwazulu natal,-28.093496,30.786114
siyalweni,eastern cape,-30.644303,28.533722
siyate,eastern cape,-31.080302,29.124694
sizabantu,kwazulu natal,-27.833333,31.816667
sizindini,eastern cape,-30.954219,29.545695
sizini,eastern cape,-32.070115,28.362551
skaapkraal,free state,-30.084904,26.67018
skandinawiedrif,free state,-26.939292,27.051882
skatfontein,free state,-30.385114,26.784191
skeenshoek,limpopo,-22.916667,29.05
skeerhok,northern cape,-29.068215,21.413348
skeerwater,northern cape,-27.693349,22.367795
skemer,free state,-30.017256,25.633716
skerpenhevwel,western cape,-33.783333,19.616667
skerpioenkolk,northern cape,-30.033333,20.233333
skerpioenpunt,northern cape,-28.878104,22.083103
skerploenpunt,northern cape,-28.878104,22.083103
skietboek,free state,-30.573467,26.494813
skietfontein,eastern cape,-31.68383,26.599632
skietfontein,northern cape,-30.963422,22.097055
skiethoek,free state,-30.132913,26.326545
skietlegte,eastern cape,-31.662126,25.534288
skikplaas,eastern cape,-31.880248,25.974147
skilderkrans,eastern cape,-31.016847,25.983029
skilpadfontein,mpumalanga,-25.014225,28.783647
skilpadgat,western cape,-34.15,21.55
skipskop,western cape,-34.556167,20.407939
skisazana,eastern cape,-30.522444,27.225982
skitter,north west,-27.14688,23.707849
skoemansdrif,eastern cape,-31.064882,26.996195
skoenmakerskop,eastern cape,-34.040584,25.544203
skoonoord,limpopo,-24.752526,29.982786
skoonsig,free state,-29.334867,26.722477
skoonvlakte,free state,-29.433999,25.676877
skukuza,mpumalanga,-24.989528,31.585699
skullpoint,limpopo,-22.55,30.183333
skulpfontein,northern cape,-30.1,17.183333
slaapkop,eastern cape,-31.69703,25.856623
slabberts,free state,-28.434415,28.186525
slagboom,north west,-25.028433,28.005203
slagterskop,free state,-30.211095,25.840438
slangfontein,free state,-29.434233,26.562112
slanghoek,western cape,-33.633333,19.216667
slaters,kwazulu natal,-30.633333,29.75
slaters store,kwazulu natal,-30.633333,29.75
slates drift,kwazulu natal,-27.8,30.266667
sleeohoek,eastern cape,-31.654195,26.31978
sleutelfontein,mpumalanga,-25.06324,28.919715
slough,north west,-26.85787,23.366304
slurry,north west,-25.815552,25.843797
smaldeel,free state,-30.202512,26.365939
smaldeel,eastern cape,-31.032733,26.027386
smauswane,north west,-27.272975,23.603994
smiling valley,eastern cape,-31.019071,26.784483
smithfield,free state,-30.213664,26.530699
smithfield,eastern cape,-31.583333,25.766667
smith's mine,northern cape,-28.25,24.516667
smithsriviere,eastern cape,-31.777496,26.589277
smits kraal,northern cape,-28.65,22.8
smitsrust,eastern cape,-30.738729,26.323818
snakefield,eastern cape,-30.216667,28.966667
sneezewood,eastern cape,-30.247914,29.622535
snymansbult,mpumalanga,-25.665502,30.800726
snymanskraal,eastern cape,-31.329992,26.817982
snymansvlei,north west,-25.65,26.15
sobabili,kwazulu natal,-29.066667,29.716667
sobamdlovu,kwazulu natal,-28.852352,31.911726
sobantu,kwazulu natal,-29.6,30.433333
soberton,kwazulu natal,-29.361073,31.114067
sodoma,limpopo,-23.508695,28.732823
soebatsfontein,northern cape,-30.118482,17.592344
soekmekaar,limpopo,-23.492459,29.942164
soetdorings,limpopo,-23.366667,29.4
soetfontein,free state,-29.6,26.25
soetfontein,eastern cape,-31.011119,26.678623
soetvelde,limpopo,-24.726156,29.743045
soetvlei,free state,-29.220089,26.046649
solferino,free state,-30.298857,26.971342
solitude,limpopo,-22.533333,30.3
solomondale,limpopo,-23.733333,29.65
somabadi,eastern cape,-30.580979,28.603067
somerplaats,mpumalanga,-25.2,30.566667
somerset east,eastern cape,-32.721727,25.588041
somerset-oos,eastern cape,-32.721727,25.588041
somerset,kwazulu natal,-27.918959,32.261794
somerset,limpopo,-24.914128,31.368749
somersetwes,western cape,-34.079375,18.85699
somerset west,western cape,-34.079375,18.85699
somersvlakte,free state,-30.122985,26.292856
somerton,eastern cape,-31.15737,28.38732
somkele,kwazulu natal,-28.316667,32.1
sommas,northern cape,-30.166667,17.233333
somnaas,northern cape,-30.166667,17.233333
somshoek,kwazulu natal,-28.519381,30.208682
sonderlaag,free state,-29.350014,25.818255
sonderpan-oos,northern cape,-29.151098,21.877676
sonderwaterkraal,northern cape,-31.864663,19.072308
sonderwater,gauteng,-25.689545,28.542572
sonkana,eastern cape,-32.5,28.15
sonlandpark,gauteng,-26.611873,27.903991
sonneblom,free state,-30.048838,26.80004
sonneblom,eastern cape,-30.698436,26.82259
sonnedal,gauteng,-26.033333,27.9
sonnig,eastern cape,-31.335215,25.549461
sonop,free state,-29.902939,26.388605
sonop,eastern cape,-33.366667,23.683333
sonop,north west,-25.649845,27.696935
sonop veepos,northern cape,-29.720666,21.625969
sonquasdrif,western cape,-33.342928,18.975061
sonskyn,free state,-29.39539,26.222627
sonskyn,eastern cape,-31.656918,26.553095
sonskyn,western cape,-33.894691,23.160741
sonstraal,northern cape,-27.12138,22.464318
sonstraal,western cape,-33.844689,18.663242
sophiatown,gauteng,-26.17465,27.974209
sorgvliet,free state,-29.503143,25.524089
sorgvliet,eastern cape,-31.232521,25.721983
soshanguve,gauteng,-25.472878,28.099189
soto,eastern cape,-32.696701,28.129954
soutbos,north west,-26.15,23.983333
south african national tuberculosis settlement,eastern cape,-31.566667,28.8
southbroom,kwazulu natal,-30.914139,30.32701
southdene,eastern cape,-33.983333,25.616667
southdene,gauteng,-26.412027,27.37169
south end,eastern cape,-33.973393,25.620363
southernwood,eastern cape,-33.002237,27.902545
southey,north west,-26.77709,24.016014
southeyville,eastern cape,-31.797216,27.462343
southfield,western cape,-34.033874,18.485929
south holme,free state,-29.076916,26.11213
southport,kwazulu natal,-30.678818,30.505539
south sand bluff,eastern cape,-31.317908,29.972788
southwell,eastern cape,-31.152154,25.943985
soutpan,free state,-28.71901,26.066141
soutpan,gauteng,-25.407222,28.103056
soutpomp,north west,-26.577609,22.945884
soutputs,northern cape,-29.011955,22.235096
soutrivier,northern cape,-29.416667,20.25
soutrivier,western cape,-33.932547,18.466182
souvereign,eastern cape,-31.54397,25.887204
sovane,kwazulu natal,-27.654362,31.79441
soweto,gauteng,-26.267812,27.858492
spandau,eastern cape,-32.266809,24.531574
spandauville,eastern cape,-32.266809,24.531574
sparkling hills,eastern cape,-32.85,28.066667
sparks,kwazulu natal,-29.834876,30.975428
sparta,mpumalanga,-24.797841,31.499561
speelmanshoek,northern cape,-30.461481,17.911396
speelmansrivier,western cape,-34.229316,19.557839
speranza,free state,-28.819644,25.131943
sperville,free state,-29.166667,26.333333
spesbona,kwazulu natal,-28.636132,31.348748
spes bona,eastern cape,-30.767992,25.926367
spesbona,northern cape,-29.782808,21.771269
spes bona,western cape,-33.1,19.8
spetfontein,free state,-30.2,26.966667
sphinx,gauteng,-25.605556,28.213333
spies,western cape,-33.469249,22.260986
spinnekop,mpumalanga,-26.783333,30.633333
spinnies,kwazulu natal,-28.637406,30.893979
spitskop,kwazulu natal,-30.340057,29.497758
spitskop,free state,-29.035675,26.776671
spitskop,eastern cape,-30.664541,26.005379
spitskop,mpumalanga,-26.480283,29.9241
spitskop,limpopo,-25.016667,29.783333
spitskop,western cape,-34.325972,20.38142
spitspunt,mpumalanga,-24.95,28.916667
spitzkop,kwazulu natal,-29.33808,30.232906
spitzkop,free state,-29.333333,25.833333
spitzkop,northern cape,-28.167481,24.471483
spitzkop,western cape,-34.325972,20.38142
spreeufontein,free state,-30.099104,25.902262
spreeufontein,eastern cape,-31.733333,26.516667
springbokfontein,free state,-30.435679,25.983169
springbok fontein,northern cape,-29.664336,17.886495
springbokpan,north west,-26.121798,25.774708
springbok,free state,-29.305172,25.576718
springbok,mpumalanga,-26.054315,29.332055
springbok,northern cape,-29.664336,17.886495
springbok,western cape,-33.616667,18.516667
springfield collieries,gauteng,-26.598058,27.942572
springfield flats,kwazulu natal,-29.81239,30.986397
springfield,kwazulu natal,-29.033333,29.616667
springfield,free state,-28.532822,27.525494
springfield,eastern cape,-31.170425,25.598782
springfontein,free state,-29.427063,26.905225
springfontein,eastern cape,-30.647786,25.901277
mgxojeni,eastern cape,-30.634217,28.856315
mgxumza,eastern cape,-31.606053,27.45588
mhalamhala,limpopo,-23.856729,31.754511
mhlaba,mpumalanga,-24.893516,31.104601
mhlabamnyama,eastern cape,-31.073351,28.809749
mhlabamnyana,eastern cape,-31.073351,28.809749
mhlabamyama,eastern cape,-31.073351,28.809749
mhlabatini,kwazulu natal,-28.258556,31.440517
mhlahlane,eastern cape,-31.558915,28.690569
mhlakotshane,eastern cape,-31.736374,29.092043
mhlangala,eastern cape,-31.088408,28.988513
mhlanga,eastern cape,-31.051603,29.489554
mhlangana,kwazulu natal,-28.828178,30.315952
mhlangana mission,kwazulu natal,-28.828178,30.315952
mhlanganisweni,eastern cape,-31.37612,28.998804
mhlange,eastern cape,-31.185558,29.69129
mhlangeni,eastern cape,-30.134118,29.003078
mhlangura,eastern cape,-32.001505,29.035498
mhlani,eastern cape,-31.416667,28.583333
mhlatuze flats,kwazulu natal,-28.788389,31.943964
mhlekwa,eastern cape,-33.305066,27.12122
mhlobo,eastern cape,-31.95,27.433333
mhlonyaneni,eastern cape,-30.991044,29.208821
mhlopekazi,eastern cape,-31.727937,28.2297
mhlopokazi,eastern cape,-31.727937,28.2297
mhloshana,mpumalanga,-25.809414,31.607426
mhlumba,eastern cape,-31.212421,29.568189
mhlungwane,kwazulu natal,-28.13414,30.855567
mhluzi,mpumalanga,-25.750133,29.439929
mhluzini,eastern cape,-30.843716,29.255448
mhlwazini,eastern cape,-31.173933,29.764238
mianyelwa,eastern cape,-30.87066,29.913878
mica,limpopo,-24.156955,30.830774
michaeldene christmas vale,eastern cape,-33.194127,27.611347
michville,free state,-29.216667,24.583333
middebult,free state,-26.836095,28.04942
middelberg,eastern cape,-31.334714,26.773396
middelberg,mpumalanga,-25.775071,29.464821
middelbosjesveld,western cape,-33.9,19.666667
middelbult,free state,-26.836095,28.04942
middelburg,free state,-29.71296,26.783772
middelburg,eastern cape,-31.492849,25.00633
middelburg,mpumalanga,-25.775071,29.464821
middeldal,free state,-29.065882,26.836709
middeldeel,free state,-29.065882,26.836709
middelerf,northern cape,-29.16102,21.516321
middelfontein,free state,-29.810747,26.257547
middelfontein,northern cape,-30.965316,22.23386
middelfourieskolk,northern cape,-30.179789,22.207486
middel koegas,northern cape,-29.287761,22.387855
middelkroon,free state,-29.866667,26.383333
middel,northern cape,-29.283333,22.383333
middelplaas,free state,-29.497427,26.919625
middelplaas,eastern cape,-31.56715,25.594312
middelplaas,mpumalanga,-25.718079,31.550937
middelplaas,western cape,-33.370978,21.168285
middelplaat,eastern cape,-31.585593,25.916989
middelplaats,western cape,-33.52386,22.548744
middelplass,eastern cape,-31.35,25.666667
middelpoort,free state,-29.3318,26.488571
middelpunt,free state,-29.535875,27.157019
middelstuk,free state,-30.595875,26.62811
middelvlei,free state,-30.279468,26.989389
middelwater,free state,-29.97592,25.861903
middelwater,eastern cape,-33.080971,25.425601
middelwater,limpopo,-23.400497,30.217212
middendeel,free state,-29.379348,25.828521
middenerdale,gauteng,-26.414051,27.842557
middlebrook,kwazulu natal,-30.558858,29.784497
middleburg,free state,-30.056306,26.626188
middledrift,eastern cape,-32.818513,26.988124
middlelwater,eastern cape,-31.17242,25.574924
middle mjika,eastern cape,-31.414056,28.68426
middleplass,eastern cape,-31.40857,25.876968
middleton,eastern cape,-32.953971,25.813926
middleton,western cape,-34.220302,19.464303
middle valley,kwazulu natal,-30.056978,29.107624
middlewater,eastern cape,-33.080971,25.425601
mid-ennerdale,gauteng,-26.414051,27.842557
mid illovo,kwazulu natal,-29.966347,30.516104
mid klipfontein,eastern cape,-31.924208,25.956915
midrand,gauteng,-25.963611,28.137778
midros,eastern cape,-31.504392,25.029277
midshaft,eastern cape,-31.066667,25.716667
midway,free state,-29.101989,26.319529
mieliefontein,eastern cape,-30.38617,29.646618
mieliekloof,limpopo,-23.767091,30.217258
mier,northern cape,-26.742615,20.028945
migdol,north west,-26.904136,25.452425
mike,western cape,-33.766667,22.916667
mikes,western cape,-33.766667,22.916667
milaboni,limpopo,-22.883333,30.216667
milan,eastern cape,-31.551494,27.328805
millard grange,eastern cape,-33.933333,25.6
miller,eastern cape,-33.07703,23.918907
millerton,kwazulu natal,-29.916667,30.583333
millvale,north west,-25.633333,26.916667
milner,eastern cape,-31.22821,26.986436
milnerton,western cape,-33.874573,18.499149
milton,free state,-29.05082,26.948781
milton,eastern cape,-33.8182,24.8593
milwa,eastern cape,-32.270444,28.281079
mimosa flars,free state,-29.111379,25.993658
mimosa,eastern cape,-33.73848,24.753956
mimosa,limpopo,-24.083333,29.866667
mimosa,north west,-27.203954,25.329891
mimosa park inn,north west,-26.558469,27.283746
mimosa park,north west,-26.883333,27.466667
minnaar,mpumalanga,-26.016667,29.1
minnehaha,eastern cape,-33.41918,24.636171
minto,north west,-27.232639,23.348589
minto no. 2,north west,-27.232639,23.348589
minto number two,north west,-27.232639,23.348589
miohe,limpopo,-22.85252,30.761464
miragoma,limpopo,-23.632835,30.590616
miriam booth,kwazulu natal,-30.12305,30.347299
mirogoma,limpopo,-23.632835,30.590616
misgunsfontein,free state,-29.586418,26.206118
misgunst,free state,-27.594091,26.412592
mishini,eastern cape,-31.912588,28.384233
miskraal,eastern cape,-33.742779,24.710102
mispah,limpopo,-24.097498,29.899026
mispah,western cape,-34.210479,18.994253
mispa,free state,-29.770966,26.525825
mission,mpumalanga,-24.616667,31.083333
mission,limpopo,-23.484461,29.375119
missionvale,eastern cape,-33.880067,25.548323
mistkraal,eastern cape,-33.742779,24.710102
mistkraal nedersetting,eastern cape,-33.743509,24.710426
mistymount,eastern cape,-31.537892,28.933731
mitchells plain,western cape,-34.053409,18.62365
mitford park,eastern cape,-33.199106,26.118224
mitxetweni,limpopo,-23.15,30.233333
mjaliswa,eastern cape,-31.327273,29.171899
mjamkhulu,eastern cape,-32.466667,28.116667
mjamkulu,eastern cape,-32.466667,28.116667
mjanyama,eastern cape,-31.837746,28.100546
mjanyana,eastern cape,-31.837746,28.100546
mjelweni,eastern cape,-30.862561,29.188982
mjika,eastern cape,-31.414056,28.68426
mjikelweni,eastern cape,-30.756237,28.800987
mjiko,eastern cape,-31.414056,28.68426
mjikweni,eastern cape,-31.205826,28.796581
mjila,eastern cape,-30.857335,29.119274
mjilana,eastern cape,-31.103679,28.993546
mjilikazi,eastern cape,-31.103312,28.992688
mjindi,kwazulu natal,-27.410295,32.150498
mjombela,eastern cape,-31.281644,29.744068
mkambati inrigting,eastern cape,-31.283333,29.95
mkambati,eastern cape,-31.282356,29.954128
mkambeti,eastern cape,-31.283333,29.95
mkamela,eastern cape,-31.235712,29.810385
mkandlwini,eastern cape,-30.741009,29.685027
mkangisa,eastern cape,-30.678818,29.210957
mkangiso,eastern cape,-31.588016,29.139709
mkankomo,eastern cape,-31.160765,29.832528
mkanzi,eastern cape,-31.663677,27.93237
mkanzini,eastern cape,-31.583707,29.433377
mkapusi,eastern cape,-31.56667,27.125435
mkata,eastern cape,-31.316667,29.383333
mkataza,eastern cape,-32.066667,28.933333
mkatazo,eastern cape,-32.066667,28.933333
mkemane,eastern cape,-30.755845,29.010921
mkemani,eastern cape,-30.672622,29.030136
mkhiweni,kwazulu natal,-28.101604,31.326568
mkhomazana,kwazulu natal,-29.682639,29.662224
mkhonqo,eastern cape,-30.993664,29.101743
mkhuhlane,eastern cape,-30.582519,28.871999
mkhumbani,kwazulu natal,-30.179226,30.508448
mkhwanazi,mpumalanga,-26.733333,28.75
mkobeni,kwazulu natal,-29.766667,29.85
mkonjana,eastern cape,-31.961024,27.300806
mkonjane,kwazulu natal,-28.148871,30.578536
mkonjane,eastern cape,-31.961024,27.300806
mkuhlu,eastern cape,-32.316667,28.783333
mkunjana,eastern cape,-31.753566,28.253217
mkunya,kwazulu natal,-30.138879,30.405802
mkunyazo,eastern cape,-30.573003,27.616274
mkusi,kwazulu natal,-27.61641,32.038609
mkuze estate,kwazulu natal,-27.629027,32.00968
mkuze,kwazulu natal,-27.61641,32.038609
mkuzi,kwazulu natal,-27.61641,32.038609
mkwinti,eastern cape,-31.992942,27.80492
mlacu,eastern cape,-30.841838,29.779457
mlambangwenya,kwazulu natal,-27.181536,32.188724
mlambondaba,eastern cape,-30.734825,29.685686
mlambongwenya store,kwazulu natal,-27.181536,32.188724
mlamlankunzi,eastern cape,-30.842636,28.359526
mlamli,eastern cape,-30.547165,27.460838
mlengana,eastern cape,-31.544951,29.162782
mlengani,eastern cape,-31.544951,29.162782
mlilweni,eastern cape,-30.719833,28.850642
mlobela,eastern cape,-31.281644,29.744068
mlungisi,eastern cape,-31.416667,27.666667
mmabatho,north west,-25.85,25.633333
mmadigorong,limpopo,-23.631359,29.281388
mmafefe,limpopo,-24.194511,30.100746
mmahlogo,limpopo,-23.962134,28.820537
mmaipitlwane,north west,-26.469612,22.897235
mmakala,limpopo,-23.462256,28.74204
mmakaunyana,north west,-25.395852,27.884845
mmakaunyane,north west,-25.354135,28.010067
mmakola,mpumalanga,-24.975317,28.978287
mmakotse,limpopo,-24.325102,29.437268
mmalebogoslokasie,limpopo,-23.183333,28.916667
mmamati,limpopo,-24.4,29.383333
mmamatlakala,limpopo,-23.980796,28.586669
mmametlhake,mpumalanga,-25.112222,28.552778
mmanawane,north west,-25.773375,25.34952
mmangonkone,eastern cape,-31.334089,28.695314
mmangweni,eastern cape,-31.257376,29.140346
mmankgaile,limpopo,-24.001437,29.798415
mmanopi,limpopo,-23.945745,30.401015
mmantserre,north west,-24.946833,27.094266
mmaphuti,north west,-26.214816,23.525128
mmasebudule,north west,-25.045837,26.304178
mmatau,north west,-25.241945,26.663911
mmatladi,limpopo,-23.564137,28.123548
mmatoro,north west,-27.053563,23.16292
mmatseke,limpopo,-23.500761,29.735689
mmelwane,eastern cape,-31.898449,28.875289
mmolayatshephe,north west,-26.201795,23.763862
mmopyane,north west,-24.921198,27.074465
mmorogong,north west,-25.121556,27.381697
